gene_chrom	gene_start	gene_end	gene	TAD_chrom	TAD_bp1	TAD_bp2	TAD_ID
chr21	37223420	37267919	VPS26C	chr21	37170000	37630000	TAD_1744
chr21	44885953	44931989	ITGB2	chr21	44780000	44930000	TAD_1774
chr21	33205282	33265675	IFNAR2	chr21	33190000	33450000	TAD_1768
chr21	46324124	46445769	PCNT	chr21	46130000	46670000	TAD_1766
chr21	33324387	33359864	IFNAR1	chr21	33190000	33450000	TAD_1768
chr21	45073853	45226560	ADARB1	chr21	44940000	45130000	TAD_1757
chr21	14961235	15065936	NRIP1	chr21	14850000	15510000	TAD_1739
chr21	29536933	29940033	GRIK1	chr21	29470000	29850000	TAD_1741
chr21	25880535	26171128	APP	chr21	25880000	26170000	TAD_1771
chr21	46098112	46132848	COL6A2	chr21	45950000	46120000	TAD_1770
chr21	44940025	44976973	SLX9	chr21	44940000	45130000	TAD_1757
chr21	37607373	38121345	KCNJ6	chr21	37170000	37630000	TAD_1744
chr21	43772511	43776330	CSTB	chr21	43660000	43780000	TAD_1751
chr21	46326288	46326491	ENSG00000286224	chr21	46130000	46670000	TAD_1766
chr22	30262829	30266851	OSM	chr22	30260000	30380000	TAD_1834
chr22	31399604	31530634	DRG1	chr22	31330000	31640000	TAD_1823
chr22	36860988	36878017	NCF4	chr22	36530000	37000000	TAD_1802
chr22	36860988	36878017	NCF4	chr22	36780000	36990000	TAD_1850
chr22	31488688	31618588	SFI1	chr22	31330000	31640000	TAD_1823
chr22	39570753	39689735	CACNA1I	chr22	39540000	40020000	TAD_1836
chr22	40044817	40335808	TNRC6B	chr22	40040000	40350000	TAD_1835
chr22	39743044	39893864	ENTHD1	chr22	39540000	40020000	TAD_1836
chr22	30240453	30246759	LIF	chr22	30100000	30250000	TAD_1810
chr22	39120167	39152680	CBX7	chr22	38760000	39130000	TAD_1833
chr22	43528744	43812337	EFCAB6	chr22	43430000	43880000	TAD_1783
chr22	49853844	49890080	ZBED4	chr22	49760000	50090000	TAD_1800
chr22	49853844	49890080	ZBED4	chr22	49780000	49900000	TAD_1845
chr22	39312882	39320389	RPL3	chr22	39150000	39320000	TAD_1817
chr22	46296870	46330810	GTSE1	chr22	46130000	46330000	TAD_1796
chr22	31436977	31496108	EIF4ENIF1	chr22	31330000	31640000	TAD_1823
chr22	46267961	46294008	TTC38	chr22	46130000	46330000	TAD_1796
chr22	40769630	40819399	SLC25A17	chr22	40660000	40890000	TAD_1818
chr22	37697048	37776556	TRIOBP	chr22	37600000	37800000	TAD_1841
chr22	49960768	49964072	PIM3	chr22	49760000	50090000	TAD_1800
chr22	50309030	50327012	DENND6B	chr22	50220000	50500000	TAD_1804
chr22	46684410	46738252	CERK	chr22	46550000	46760000	TAD_1828
chr22	50343304	50445090	PPP6R2	chr22	50220000	50500000	TAD_1804
chr22	31676256	31750140	PRR14L	chr22	31660000	31960000	TAD_1827
chr22	44492583	44498233	RTL6	chr22	43960000	44650000	TAD_1782
chr22	39994954	40043534	FAM83F	chr22	39540000	40020000	TAD_1836
chr22	36800684	36819479	PVALB	chr22	36530000	37000000	TAD_1802
chr22	36800684	36819479	PVALB	chr22	36780000	36990000	TAD_1850
chr22	49900229	49918438	ALG12	chr22	49760000	50090000	TAD_1800
chr22	39349925	39385575	SYNGR1	chr22	39340000	39520000	TAD_1840
chr22	36758202	36776256	IFT27	chr22	36530000	37000000	TAD_1802
chr22	39223359	39244982	PDGFB	chr22	39150000	39320000	TAD_1817
chr22	44172956	44219533	PARVG	chr22	43960000	44650000	TAD_1782
chr22	43039516	43089419	TTLL1	chr22	42860000	43040000	TAD_1822
chr22	46255663	46263343	PKDREJ	chr22	46130000	46330000	TAD_1796
chr22	37830855	37849327	ANKRD54	chr22	37810000	37990000	TAD_1851
chr22	40859549	40862113	DNAJB7	chr22	40660000	40890000	TAD_1818
chr22	44243665	44312951	SHISAL1	chr22	43960000	44650000	TAD_1782
chr22	40857077	40932815	XPNPEP3	chr22	40660000	40890000	TAD_1818
chr22	28883572	29057488	ZNRF3	chr22	28830000	29260000	TAD_1793
chr22	28883572	29057488	ZNRF3	chr22	28850000	29030000	TAD_1837
chr22	31944522	31957603	YWHAH	chr22	31660000	31960000	TAD_1827
chr22	26429260	26445015	ASPHD2	chr22	26360000	26660000	TAD_1795
chr22	26483877	26494658	SRRD	chr22	26360000	26660000	TAD_1795
chr22	26491225	26512505	TFIP11	chr22	26360000	26660000	TAD_1795
chr22	26599278	26618027	CRYBB1	chr22	26360000	26660000	TAD_1795
chr22	26621963	26630669	CRYBA4	chr22	26360000	26660000	TAD_1795
chr22	37180166	37199385	C1QTNF6	chr22	37050000	37220000	TAD_1847
chr22	37204237	37212477	SSTR3	chr22	37050000	37220000	TAD_1847
chr22	37065436	37109713	TMPRSS6	chr22	37050000	37220000	TAD_1847
chr22	24417879	24442357	ADORA2A	chr22	24290000	24530000	TAD_1787
chr22	24494107	24528390	UPB1	chr22	24290000	24530000	TAD_1787
chr22	21759657	21867680	MAPK1	chr22	21720000	21950000	TAD_1790
chr22	29883169	30030868	MTMR3	chr22	29620000	30080000	TAD_1786
chr22	25742144	26031045	MYO18B	chr22	25450000	25770000	TAD_1803
chr22	38778508	38794198	DNAL4	chr22	38760000	39130000	TAD_1833
chr22	38818452	38844028	NPTXR	chr22	38760000	39130000	TAD_1833
chr22	38861422	38872249	CBX6	chr22	38760000	39130000	TAD_1833
chr22	38982347	38992804	APOBEC3B	chr22	38760000	39130000	TAD_1833
chr22	39014257	39020352	APOBEC3C	chr22	38760000	39130000	TAD_1833
chr22	39040604	39055972	APOBEC3F	chr22	38760000	39130000	TAD_1833
chr22	39077067	39087743	APOBEC3G	chr22	38760000	39130000	TAD_1833
chr22	39399778	39437060	TAB1	chr22	39340000	39520000	TAD_1840
chr22	39457012	39492194	MGAT3	chr22	39340000	39520000	TAD_1840
chr22	39499432	39518132	MIEF1	chr22	39340000	39520000	TAD_1840
chr22	17592136	17628749	ATP6V1E1	chr22	17580000	17790000	TAD_1798
chr22	17628855	17730855	BCL2L13	chr22	17580000	17790000	TAD_1798
chr22	17787649	18024561	MICAL3	chr22	17580000	17790000	TAD_1798
chr22	46576012	46679790	GRAMD4	chr22	46550000	46760000	TAD_1828
chr22	46360834	46537620	CELSR1	chr22	46350000	46540000	TAD_1826
chr22	17734138	17774770	BID	chr22	17580000	17790000	TAD_1798
chr22	49918167	49927540	CRELD2	chr22	49760000	50090000	TAD_1800
chr22	43999211	44172939	PARVB	chr22	43960000	44650000	TAD_1782
chr22	41301525	41360147	ZC3H7B	chr22	40910000	41370000	TAD_1785
chr22	41367333	41399326	TEF	chr22	40910000	41370000	TAD_1785
chr22	41433494	41446801	TOB2	chr22	41390000	41530000	TAD_1821
chr22	41459717	41468692	PHF5A	chr22	41390000	41530000	TAD_1821
chr22	41525799	41544606	POLR3H	chr22	41390000	41530000	TAD_1821
chr22	28742039	28757515	HSCB	chr22	28600000	28820000	TAD_1819
chr22	19969896	20016823	ARVCF	chr22	19960000	20120000	TAD_1814
chr22	20017014	20067164	TANGO2	chr22	19960000	20120000	TAD_1814
chr22	19330698	19447450	HIRA	chr22	18970000	19660000	TAD_1781
chr22	19449911	19479202	UFD1	chr22	18970000	19660000	TAD_1781
chr22	19479457	19520612	CDC45	chr22	18970000	19660000	TAD_1781
chr22	19714503	19724224	SEPTIN5	chr22	19710000	19930000	TAD_1829
chr22	19723539	19724771	GP1BB	chr22	19710000	19930000	TAD_1829
chr22	19783223	19854939	GNB1L	chr22	19710000	19930000	TAD_1829
chr22	20241415	20283246	RTN4R	chr22	20170000	20290000	TAD_1792
chr22	19875517	19941820	TXNRD2	chr22	19710000	19930000	TAD_1829
chr22	50245183	50251405	HDAC10	chr22	50220000	50500000	TAD_1804
chr22	50245450	50261716	MAPK12	chr22	50220000	50500000	TAD_1804
chr22	50263713	50270767	MAPK11	chr22	50220000	50500000	TAD_1804
chr22	19351368	19447711	C22orf39	chr22	18970000	19660000	TAD_1781
chr22	41922032	41926806	TNFRSF13C	chr22	41800000	41940000	TAD_1801
chr22	41938737	41947152	CENPM	chr22	41800000	41940000	TAD_1801
chr22	41998725	42058456	WBP2NL	chr22	41960000	42120000	TAD_1846
chr22	41998725	42058456	WBP2NL	chr22	41960000	42490000	TAD_1788
chr22	42058334	42070842	NAGA	chr22	41960000	42120000	TAD_1846
chr22	42058334	42070842	NAGA	chr22	41960000	42490000	TAD_1788
chr22	42074248	42079438	PHETA2	chr22	41960000	42120000	TAD_1846
chr22	42074248	42079438	PHETA2	chr22	41960000	42490000	TAD_1788
chr22	41800679	41832164	CCDC134	chr22	41800000	41940000	TAD_1801
chr22	36560857	36703752	CACNG2	chr22	36530000	36750000	TAD_1830
chr22	36560857	36703752	CACNG2	chr22	36530000	37000000	TAD_1802
chr22	39097224	39104067	APOBEC3H	chr22	38760000	39130000	TAD_1833
chr22	36991120	37007851	CIMIP4	chr22	36530000	37000000	TAD_1802
chr22	37943050	37953669	C22orf23	chr22	37810000	37990000	TAD_1851
chr22	37952607	38041915	POLR2F	chr22	37810000	37990000	TAD_1851
chr22	38084652	38111015	BAIAP2L2	chr22	38060000	38350000	TAD_1844
chr22	24011192	24178628	CABIN1	chr22	23980000	24250000	TAD_1799
chr22	29073035	29168333	KREMEN1	chr22	28830000	29260000	TAD_1793
chr22	29073035	29168333	KREMEN1	chr22	29040000	29180000	TAD_1849
chr22	29205896	29259597	EMID1	chr22	28830000	29260000	TAD_1793
chr22	29259872	29268209	RHBDD3	chr22	28830000	29260000	TAD_1793
chr22	29480218	29491390	NEFH	chr22	29390000	29580000	TAD_1811
chr22	29505879	29555216	THOC5	chr22	29390000	29580000	TAD_1811
chr22	29554808	29581327	NIPSNAP1	chr22	29390000	29580000	TAD_1811
chr22	29720003	29731833	CABP7	chr22	29620000	30080000	TAD_1786
chr22	29730956	29767011	ZMAT5	chr22	29620000	30080000	TAD_1786
chr22	29767369	29770413	UQCR10	chr22	29620000	30080000	TAD_1786
chr22	30285117	30289622	CASTOR1	chr22	30260000	30380000	TAD_1834
chr22	30291990	30326947	TBC1D10A	chr22	30260000	30380000	TAD_1834
chr22	30331988	30356919	SF3A1	chr22	30260000	30380000	TAD_1834
chr22	30368811	30421771	RNF215	chr22	30260000	30380000	TAD_1834
chr22	23834503	23839128	DERL3	chr22	23600000	23870000	TAD_1812
chr22	24181487	24189106	SUSD2	chr22	23980000	24250000	TAD_1799
chr22	50059391	50085426	MLC1	chr22	49760000	50090000	TAD_1800
chr22	50274979	50307646	PLXNB2	chr22	50220000	50500000	TAD_1804
chr22	19130279	19144684	ESS2	chr22	18970000	19660000	TAD_1781
chr22	19131308	19132622	TSSK2	chr22	18970000	19660000	TAD_1781
chr22	19146993	19150292	GSC2	chr22	18970000	19660000	TAD_1781
chr22	19175581	19178739	SLC25A1	chr22	18970000	19660000	TAD_1781
chr22	18110100	18146683	TUBA8	chr22	17820000	18160000	TAD_1789
chr22	40346461	40390463	ADSL	chr22	40040000	40350000	TAD_1835
chr22	23179704	23318037	BCR	chr22	23150000	23290000	TAD_1784
chr22	37823382	37825485	GALR3	chr22	37810000	37990000	TAD_1851
chr22	37848868	37889407	EIF3L	chr22	37810000	37990000	TAD_1851
chr22	37905657	37942822	MICALL1	chr22	37810000	37990000	TAD_1851
chr22	41447830	41529273	ACO2	chr22	41390000	41530000	TAD_1821
chr22	19432545	19436075	MRPL40	chr22	18970000	19660000	TAD_1781
chr22	39021113	39033277	APOBEC3D	chr22	38760000	39130000	TAD_1833
chr22	18077923	18105396	PEX26	chr22	17820000	18160000	TAD_1789
chr22	42160013	42343616	TCF20	chr22	41960000	42490000	TAD_1788
chr22	42160013	42343616	TCF20	chr22	42130000	42480000	TAD_1805
chr22	36189124	36204840	APOL4	chr22	36130000	36280000	TAD_1848
chr22	19523024	19527545	CLDN5	chr22	18970000	19660000	TAD_1781
chr22	38578118	38656629	FAM227A	chr22	38390000	38620000	TAD_1842
chr22	29058672	29061831	C22orf31	chr22	28830000	29260000	TAD_1793
chr22	29058672	29061831	C22orf31	chr22	29040000	29180000	TAD_1849
chr22	21919425	21952848	PPM1F	chr22	21720000	21950000	TAD_1790
chr22	30356635	30378673	CCDC157	chr22	30260000	30380000	TAD_1834
chr22	41909543	41915074	SHISA8	chr22	41800000	41940000	TAD_1801
chr22	43824509	43862513	SULT4A1	chr22	43430000	43880000	TAD_1783
chr22	43879678	43892013	PNPLA5	chr22	43430000	43880000	TAD_1783
chr22	35540831	35553999	RASD2	chr22	35420000	35610000	TAD_1791
chr22	35606764	35637951	MB	chr22	35420000	35610000	TAD_1791
chr22	35648446	35668404	APOL6	chr22	35630000	35910000	TAD_1807
chr22	35717872	35729483	APOL5	chr22	35630000	35910000	TAD_1807
chr22	36226209	36239954	APOL2	chr22	36130000	36280000	TAD_1848
chr22	39519695	39522683	ATF4	chr22	39340000	39520000	TAD_1840
chr22	36913628	36940439	CSF2RB	chr22	36530000	37000000	TAD_1802
chr22	36913628	36940439	CSF2RB	chr22	36780000	36990000	TAD_1850
chr22	25564675	25729294	GRK3	chr22	25450000	25770000	TAD_1803
chr22	38518948	38570204	DMC1	chr22	38390000	38620000	TAD_1842
chr22	40824535	40856639	ST13	chr22	40660000	40890000	TAD_1818
chr22	23856703	23886312	SLC2A11	chr22	23600000	23870000	TAD_1812
chr22	27978014	28679840	TTC28	chr22	27870000	28010000	TAD_1794
chr22	23998401	24005453	GSTT4	chr22	23980000	24250000	TAD_1799
chr22	37051739	37063390	KCTD17	chr22	37050000	37220000	TAD_1847
chr22	50481543	50486440	ADM2	chr22	50220000	50500000	TAD_1804
chr22	50486784	50490648	MIOX	chr22	50220000	50500000	TAD_1804
chr22	50443219	50483923	SBF1	chr22	50220000	50500000	TAD_1804
chr22	46150521	46243755	PPARA	chr22	46130000	46330000	TAD_1796
chr22	46244011	46250311	CDPF1	chr22	46130000	46330000	TAD_1796
chr22	42639803	42640601	ATP5MGL	chr22	42620000	42810000	TAD_1838
chr22	42692121	42721298	A4GALT	chr22	42620000	42810000	TAD_1838
chr22	42796502	42858106	ARFGAP3	chr22	42620000	42810000	TAD_1838
chr22	49773283	49827873	BRD1	chr22	49760000	50090000	TAD_1800
chr22	31618491	31662221	PISD	chr22	31330000	31640000	TAD_1823
chr22	38078134	38084184	SLC16A8	chr22	38060000	38350000	TAD_1844
chr22	35738736	36028824	RBFOX2	chr22	35630000	35910000	TAD_1807
chr22	24219654	24245108	GGT5	chr22	23980000	24250000	TAD_1799
chr22	49991811	50012765	IL17REL	chr22	49760000	50090000	TAD_1800
chr22	39901084	39973721	GRAP2	chr22	39540000	40020000	TAD_1836
chr22	39960397	39964905	TMA7B	chr22	39540000	40020000	TAD_1836
chr22	42380407	42432403	NFAM1	chr22	41960000	42490000	TAD_1788
chr22	42380407	42432403	NFAM1	chr22	42130000	42480000	TAD_1805
chr22	23765834	23767972	CHCHD10	chr22	23600000	23870000	TAD_1812
chr22	23768226	23784316	MMP11	chr22	23600000	23870000	TAD_1812
chr22	29788609	29838304	ASCC2	chr22	29620000	30080000	TAD_1786
chr22	41205282	41231271	L3MBTL2	chr22	40910000	41370000	TAD_1785
chr22	41229510	41240931	CHADL	chr22	40910000	41370000	TAD_1785
chr22	37970686	37987422	SOX10	chr22	37810000	37990000	TAD_1851
chr22	38200767	38216507	MAFF	chr22	38060000	38350000	TAD_1844
chr22	38219291	38273010	TMEM184B	chr22	38060000	38350000	TAD_1844
chr22	38290691	38318084	CSNK1E	chr22	38060000	38350000	TAD_1844
chr22	30635781	30669016	SLC35E4	chr22	30610000	30750000	TAD_1839
chr22	30635781	30669016	SLC35E4	chr22	30610000	30920000	TAD_1825
chr22	30652051	30667887	DUSP18	chr22	30610000	30750000	TAD_1839
chr22	30652051	30667887	DUSP18	chr22	30610000	30920000	TAD_1825
chr22	40679273	40682812	MCHR1	chr22	40660000	40890000	TAD_1818
chr22	37118666	37175118	IL2RB	chr22	37050000	37220000	TAD_1847
chr22	18150118	18177397	USP18	chr22	17820000	18160000	TAD_1789
chr22	26443107	26483931	HPS4	chr22	26360000	26660000	TAD_1795
chr22	37608725	37633564	GGA1	chr22	37600000	37800000	TAD_1841
chr22	37634654	37656117	SH3BP1	chr22	37600000	37800000	TAD_1841
chr22	37675636	37679802	LGALS1	chr22	37600000	37800000	TAD_1841
chr22	37681673	37693476	NOL12	chr22	37600000	37800000	TAD_1841
chr22	38111495	38214778	PLA2G6	chr22	38060000	38350000	TAD_1844
chr22	38426327	38455199	KCNJ4	chr22	38390000	38620000	TAD_1842
chr22	38468078	38483447	KDELR3	chr22	38390000	38620000	TAD_1842
chr22	38483438	38507660	DDX17	chr22	38390000	38620000	TAD_1842
chr22	37282027	37315341	CYTH4	chr22	37260000	37460000	TAD_1816
chr22	37367960	37427479	ELFN2	chr22	37260000	37460000	TAD_1816
chr22	50018575	50058298	TTLL8	chr22	49760000	50090000	TAD_1800
chr22	36253071	36267530	APOL1	chr22	36130000	36280000	TAD_1848
chr22	19756703	19783593	TBX1	chr22	19710000	19930000	TAD_1829
chr22	27748277	27801756	MN1	chr22	27400000	27810000	TAD_1831
chr22	40951347	40973309	RBX1	chr22	40910000	41110000	TAD_1820
chr22	40951347	40973309	RBX1	chr22	40910000	41370000	TAD_1785
chr22	41092592	41180077	EP300	chr22	40910000	41110000	TAD_1820
chr22	41092592	41180077	EP300	chr22	40910000	41370000	TAD_1785
chr22	23786931	23838009	SMARCB1	chr22	23600000	23870000	TAD_1812
chr22	20111875	20117392	TRMT2A	chr22	19960000	20120000	TAD_1814
chr22	41244779	41286187	RANGAP1	chr22	40910000	41370000	TAD_1785
chr22	26521996	26596717	TPST2	chr22	26360000	26660000	TAD_1795
chr22	23688136	23699176	RGL4	chr22	23600000	23870000	TAD_1812
chr22	23738682	23751112	ZNF70	chr22	23600000	23870000	TAD_1812
chr22	23752743	23754425	VPREB3	chr22	23600000	23870000	TAD_1812
chr22	23762990	23765863	C22orf15	chr22	23600000	23870000	TAD_1812
chr22	45192244	45240894	KIAA0930	chr22	45100000	45260000	TAD_1843
chr22	37658723	37666932	PDXP	chr22	37600000	37800000	TAD_1841
chr22	28772674	28789301	CCDC117	chr22	28600000	28820000	TAD_1819
chr22	29438583	29442455	RFPL1	chr22	29390000	29580000	TAD_1811
chr22	19179473	19291719	CLTCL1	chr22	18970000	19660000	TAD_1781
chr22	20080221	20111877	DGCR8	chr22	19960000	20120000	TAD_1814
chr22	36140329	36166177	APOL3	chr22	36130000	36280000	TAD_1848
chr22	19846138	19854896	RTL10	chr22	19710000	19930000	TAD_1829
chr22	41969443	41998221	SEPTIN3	chr22	41960000	42120000	TAD_1846
chr22	41969443	41998221	SEPTIN3	chr22	41960000	42490000	TAD_1788
chr22	31753867	31908033	DEPDC5	chr22	31660000	31960000	TAD_1827
chr22	32801705	32863041	TIMP3	chr22	32800000	33000000	TAD_1824
chr22	23608452	23632321	DRICH1	chr22	23600000	23870000	TAD_1812
chr22	45163925	45188017	NUP50	chr22	45100000	45260000	TAD_1843
chr22	45671798	45845307	ATXN10	chr22	45610000	45970000	TAD_1806
chr22	45920366	45977162	WNT7B	chr22	45610000	45970000	TAD_1806
chr22	38952741	38963184	APOBEC3A	chr22	38760000	39130000	TAD_1833
chr22	41833105	41907306	SREBF2	chr22	41800000	41940000	TAD_1801
chr22	28687743	28742422	CHEK2	chr22	28600000	28820000	TAD_1819
chr22	42085526	42090884	NDUFA6	chr22	41960000	42120000	TAD_1846
chr22	42085526	42090884	NDUFA6	chr22	41960000	42490000	TAD_1788
chr22	42126499	42130865	CYP2D6	chr22	41960000	42490000	TAD_1788
chr22	42079691	42084284	SMDT1	chr22	41960000	42120000	TAD_1846
chr22	42079691	42084284	SMDT1	chr22	41960000	42490000	TAD_1788
chr22	20115938	20127355	RANBP1	chr22	19960000	20120000	TAD_1814
chr22	30693782	30907824	OSBP2	chr22	30610000	30750000	TAD_1839
chr22	30693782	30907824	OSBP2	chr22	30610000	30920000	TAD_1825
chr22	19036282	19122454	DGCR2	chr22	18970000	19660000	TAD_1781
chr22	39504231	39504443	MIURF	chr22	39340000	39520000	TAD_1840
chr22	28794555	28800597	XBP1	chr22	28600000	28820000	TAD_1819
chrX	8169944	8171267	VCX2	chrX	7970000	8730000	TAD_1862
chrX	1462581	1537185	P2RY8	chrX	1450000	1600000	TAD_1876
chrX	8528874	8732137	ANOS1	chrX	7970000	8730000	TAD_1862
chrX	9024232	9295682	FAM9B	chrX	8820000	9730000	TAD_1865
chrX	21654690	21658330	KLHL34	chrX	20510000	21760000	TAD_1853
chrX	1591604	1602520	AKAP17A	chrX	1450000	1600000	TAD_1876
chrX	21705978	21758116	SMPX	chrX	20510000	21760000	TAD_1853
chrX	21372801	21654695	CNKSR2	chrX	20510000	21760000	TAD_1853
chrX	18989307	19122637	ADGRG2	chrX	18380000	19340000	TAD_1859
chrX	16587999	16712936	CTPS2	chrX	16440000	16680000	TAD_1867
chrX	16650158	16654670	S100G	chrX	16440000	16680000	TAD_1867
chrX	40648305	40735858	MED14	chrX	40640000	40800000	TAD_1903
chrX	18425583	18653629	CDKL5	chrX	18380000	19340000	TAD_1859
chrX	74421493	74533917	SLC16A2	chrX	74370000	74550000	TAD_1871
chrX	72329516	72573101	HDAC8	chrX	72300000	72540000	TAD_1866
chrX	85861180	86047561	CHM	chrX	85840000	86050000	TAD_1868
chrX	81202102	81298547	SH3BGRL	chrX	81180000	81370000	TAD_1886
chrX	107980864	107982370	TEX13B	chrX	106860000	108000000	TAD_1854
chrX	68829021	68842160	EFNB1	chrX	68820000	69050000	TAD_1902
chrX	106900063	106903341	RIPPLY1	chrX	106860000	108000000	TAD_1854
chrX	155061622	155071136	CMC4	chrX	154890000	156000000	TAD_1858
chrX	149476988	149521096	IDS	chrX	148030000	149480000	TAD_1852
chrX	155064034	155147937	MTCP1	chrX	154890000	156000000	TAD_1858
chrX	131273506	131578899	IGSF1	chrX	130970000	131650000	TAD_1860
chrX	155025980	155060304	FUNDC2	chrX	154890000	156000000	TAD_1858
chrX	148500617	149000663	AFF2	chrX	148030000	149480000	TAD_1852
chrX	155197007	155239841	VBP1	chrX	154890000	156000000	TAD_1858
chrX	155258235	155264491	RAB39B	chrX	154890000	156000000	TAD_1858
chrX	155276211	155334657	CLIC2	chrX	154890000	156000000	TAD_1858
chrX	155459415	155460005	H2AB3	chrX	154890000	156000000	TAD_1858
chrX	155489011	155719098	TMLHE	chrX	154890000	156000000	TAD_1858
chrX	155881345	155943769	VAMP7	chrX	154890000	156000000	TAD_1858
chrX	11758159	11775772	MSL3	chrX	11550000	11770000	TAD_1875
chrX	155456914	155458620	F8A3	chrX	154890000	156000000	TAD_1858
chrX	41724181	41730130	GPR82	chrX	41560000	41760000	TAD_1878
chrX	153642492	153651326	DUSP9	chrX	153540000	153700000	TAD_1900
chrX	153669733	153689010	PNCK	chrX	153540000	153700000	TAD_1900
chrX	153764196	153779346	PLXNB3	chrX	153740000	153940000	TAD_1899
chrX	153776412	153785732	SRPK3	chrX	153740000	153940000	TAD_1899
chrX	153793516	153798499	SSR4	chrX	153740000	153940000	TAD_1899
chrX	153861514	153886173	L1CAM	chrX	153740000	153940000	TAD_1899
chrX	153935269	153944687	RENBP	chrX	153740000	153940000	TAD_1899
chrX	153587925	153600045	CCNQ	chrX	153540000	153700000	TAD_1900
chrX	153687926	153696588	SLC6A8	chrX	153540000	153700000	TAD_1900
chrX	71056332	71073426	SNX12	chrX	70980000	71170000	TAD_1896
chrX	71095851	71103532	FOXO4	chrX	70980000	71170000	TAD_1896
chrX	71103889	71106788	CXorf65	chrX	70980000	71170000	TAD_1896
chrX	107628428	107651993	PRPS1	chrX	106860000	108000000	TAD_1854
chrX	136848004	136880764	RBMX	chrX	136700000	136920000	TAD_1884
chrX	131058346	131089885	ARHGAP36	chrX	130970000	131650000	TAD_1860
chrX	132023302	132075943	STK26	chrX	131830000	132660000	TAD_1855
chrX	132203024	132219480	RAP2C	chrX	131830000	132660000	TAD_1855
chrX	24149173	24216255	ZFX	chrX	24060000	24240000	TAD_1891
chrX	107825755	107931637	MID2	chrX	106860000	108000000	TAD_1854
chrX	119615724	119693370	SEPTIN6	chrX	119470000	119750000	TAD_1870
chrX	129906121	129929761	UTP14A	chrX	129900000	130050000	TAD_1901
chrX	129981107	130058071	BCORL1	chrX	129900000	130050000	TAD_1901
chrX	139955728	139965521	CXorf66	chrX	139770000	139970000	TAD_1892
chrX	110002631	110182734	TMEM164	chrX	109900000	110140000	TAD_1873
chrX	31071233	31072041	FTHL17	chrX	31030000	31660000	TAD_1863
chrX	106900164	106930861	CLDN2	chrX	106860000	108000000	TAD_1854
